CustomerID,FullName,Email,PhoneNumber,Address,CreditScore,Income,AccountBalance,LoanAmount,LoanTerm,LoanPurpose,LoanStatus,CreditUtilization
7d14371f-1f0f-4d76-ac4e-9cbac1d736c7,Victoria Peters,robert48@example.com,221.599.4065x350,"642 Brooke Ridges Apt. 637
Dudleymouth, AZ 75151",828,316754,186630,9168,29,Auto Loan,Pending,18
f3d1b245-1cbf-4d59-a3b9-d95542cb2f39,Sharon Wilson,jfuentes@example.com,+1-512-768-7788x4995,"1082 Martin Throughway
Shelbyfurt, WY 59277",325,622702,448148,8036,4,Auto Loan,Approved,99
6d501923-9a78-48b6-88f0-c69c39fb1937,Pamela Hogan,nicholasoliver@example.org,222.789.9326x099,"7909 Jill Roads
North Robinmouth, NC 93758",696,405871,649600,8357,9,Home Purchase,Pending,43
ce676ebb-341c-4f92-a444-1cdd680675fa,Jessica Fowler,aadams@example.net,001-555-446-8784,"3149 Brown Creek
Lake Sharon, ME 78456",731,645659,482410,9999,28,Home Purchase,Pending,45
df5ff49e-41f5-462c-9258-2b577fd4795f,Vanessa Miller,christopherlester@example.net,(294)236-6457x9131,"USCGC Brewer
FPO AP 13659",677,726082,293219,4642,2,Student Loan,Pending,23
7a6bf7a8-91ff-4858-a637-1d743db21ecc,Jacob Perez,elliottjohn@example.com,2713078807,"2713 Christopher Greens
North Melanieborough, SD 34753",835,503580,382745,2046,2,Auto Loan,Approved,100
51ff8218-78a9-4a3d-88c8-b74d24c74410,Ashley Kelly,ljackson@example.com,201-958-9575x8719,"USS Ramos
FPO AE 42913",631,226673,102353,4170,10,Auto Loan,Pending,93
514b39d0-d550-414a-afd2-9822d38e30be,Jason Jones,pjones@example.com,406-681-3665,"09923 James Viaduct Apt. 066
Caitlinchester, MT 79308",365,886029,727035,5448,25,Auto Loan,Pending,85
4cbe203c-6e48-46f3-b0ed-a6af90d6fd79,Rebecca Contreras,hartcrystal@example.com,585-773-4411x711,"437 Roberts Ville Apt. 164
South Dana, UT 76946",480,546246,563879,8197,23,Student Loan,Approved,53
fe936edc-8366-4a75-b984-57091a460da1,Christina Kirk,matthewhall@example.com,+1-778-644-8136x548,"5463 Russell Locks Apt. 986
Lake Helen, KS 62312",340,337569,516200,3631,25,Auto Loan,Pending,29
bd80918b-9636-4898-8f53-530771d217f7,Julie Martinez,eric67@example.com,001-323-265-2914x2433,"4131 Watson Knoll
Davishaven, CA 79171",444,791104,521618,6711,22,Student Loan,Approved,78
aef1ae85-05ab-419a-8b67-5a287c0a18a5,Todd Church,stefanie69@example.net,(234)797-4125,"0414 Robert Road
Cynthiahaven, NV 45959",827,32955,712059,6045,11,Business Loan,Pending,44
8faa025c-36ce-4a1f-bcd7-e7589a53027e,Suzanne Miller,lisamorris@example.net,8383618086,"282 Gonzalez Mills Apt. 096
Lake Teresaland, ME 20735",691,441091,226209,2208,20,Student Loan,Rejected,6
2803fa9e-bcd5-4fe0-bb0b-29f870b1e8c6,Scott Hicks,areed@example.net,(240)983-5018x86443,"2507 Williams Route Suite 252
Watsonville, MN 48868",711,236529,786132,2714,11,Home Purchase,Rejected,71
1ef17c87-3df9-4ece-8d5d-cac515de5633,Sean Harvey,wongeric@example.com,001-244-860-1940x59724,"09692 Evans Harbor Apt. 528
Millerland, MS 86601",561,348195,187149,2057,22,Student Loan,Approved,79
7be30a55-4cf5-4935-bd2b-703fc7b5cd3c,Reginald Hoffman,brodriguez@example.org,724.548.2352,"534 Gomez Ports Apt. 127
Cardenasmouth, MD 87313",643,117202,99277,9306,20,Business Loan,Pending,31
541fc490-5315-4ef2-81bd-6478a3658fd3,Amanda Reed,mark04@example.org,+1-274-415-0580x744,"1754 Lewis Greens
Port Jennifer, KY 64543",304,537150,572586,5043,29,Business Loan,Pending,52
d81c427e-9650-4bc6-8e4a-f0fddeb68d43,Samantha Randolph,shannonrachel@example.org,001-519-572-3322x3865,"40713 Hudson Overpass
Stewarthaven, AZ 52615",845,447644,485078,9418,8,Home Purchase,Rejected,35
0fb96a38-80bb-47e1-b82f-28bea943dd22,Dr. Jose Rodriguez PhD,mark88@example.com,001-411-203-7093x8125,"40158 Graham Village
Maciaschester, MS 37263",764,37860,823268,9360,22,Student Loan,Rejected,55
0918665b-83b5-4dc4-8497-b7d7e51a9fd3,Allen Wood,heidiharris@example.com,+1-203-394-4272x039,"62153 Stevens Shoal Suite 144
Janefurt, VI 04892",365,225073,554552,9849,27,Student Loan,Approved,9
331943ea-058a-4637-b7d3-1b2c3e6ee16b,Heidi Weber,santiagoluis@example.org,337.497.3824,"0333 Dustin Extension Suite 339
Port Brianside, OH 02959",849,126603,900900,8821,15,Student Loan,Approved,26
5496f80d-a659-410b-8470-1b2eaae6d52b,Teresa Moran,morganjackson@example.org,001-410-688-2874x95191,"97018 Tracy Mall Suite 533
New Brianfurt, PR 65263",729,403523,87732,1449,28,Home Purchase,Approved,19
7bd5f09d-27c7-4ded-b6e4-818261c816b5,Carolyn Torres,allison62@example.net,322.997.7477x72048,"78901 Brianna Summit Apt. 658
New Meredith, MA 81379",810,331566,162921,4913,21,Business Loan,Pending,52
a10d98b0-a87d-4a8e-9555-fa8d5d369b18,Michael Jordan,nataliechapman@example.com,(405)801-4455x82579,"44642 Eric Glen Suite 169
Blakefort, FM 32835",462,626577,457189,6179,30,Student Loan,Rejected,55
c956e06e-4f76-41d5-bb2a-436e3474bdd5,Jacob Baxter,olee@example.org,(246)519-1045x29940,"3595 Brittany Summit Suite 663
Wagnerland, LA 86934",611,801699,255325,6034,15,Home Purchase,Rejected,0
92e53dc2-d540-450f-aca6-9b74789ce52c,Kendra Webb,christinerobbins@example.com,974.664.7721,"87938 Perry Creek
Lake Vickieview, DC 17925",317,752839,576569,2164,5,Student Loan,Pending,34
6f9a37f6-924f-4c28-bbae-12cd2cd8692e,Susan Newman,thompsonsusan@example.org,812.982.2368x9955,"0183 Castillo Rapid Suite 367
Jenniferville, NV 86387",478,521054,848295,1088,12,Home Purchase,Pending,55
6b4ea4ac-2d7f-4c95-9506-4b226aeb19b2,Mr. Christopher Sparks,fishercameron@example.net,+1-232-840-4309x3702,"73997 Charles Valleys Apt. 186
South John, ND 87971",362,626832,960609,2143,23,Business Loan,Pending,86
f83f24b7-076e-484d-9f1b-5f434897fb98,Tara Doyle,cortezwillie@example.net,(278)224-7902x69766,"118 Joshua Creek
Nathanside, ME 42379",348,139575,933406,7426,18,Business Loan,Approved,91
b27cf42a-a349-4224-bb26-f0c5a9aed971,Ashley Oliver,fdawson@example.com,(339)719-6459,"3995 Johnson Ways
South Brittanyborough, KY 95304",461,24178,37376,2364,20,Student Loan,Rejected,88
f875bb3b-fdcb-4f82-959a-389c8ec9d67f,Deborah Hickman,stephaniestone@example.org,933.965.2009,"82491 Solis Knoll
Port Shelby, RI 95149",675,276074,496212,8035,26,Auto Loan,Pending,27
35caac1d-6d80-4147-bdd0-22aadaaba608,Lauren Hardin,hernandezcurtis@example.net,+1-542-716-8351x314,"2124 Eric Trafficway
Charlesmouth, MN 32508",829,642953,952624,1554,3,Home Purchase,Pending,57
c4408133-9261-4966-9100-afa48f678431,Shirley Arnold,christine80@example.net,(586)509-3903x671,"1442 Caldwell Extensions Apt. 584
Sydneyfurt, DC 80888",506,538795,580378,4383,25,Auto Loan,Pending,99
c13571ad-9414-4702-bd6a-789cb682e96b,Joseph Jackson,rachel73@example.org,819-381-1022x49471,"745 Ward Wall
Turnerville, MP 61006",799,59015,573446,9671,11,Home Purchase,Rejected,83
de30355e-d2bc-4650-9b2a-25fed9af25d8,Shawn Holloway,ashley45@example.com,(866)361-7951,"734 Graham Village
North Francisco, IL 83275",406,42376,920991,5987,3,Auto Loan,Rejected,15
e6ffcdb0-94fb-4927-aa96-0a65752b185c,Brenda Miller,rachel03@example.org,821.851.9136x96441,"5359 Alicia Square
Lake Debra, OR 25205",416,698803,107698,8239,26,Auto Loan,Rejected,93
1a661907-541e-418b-85fc-6e46b02718d3,Rachel Padilla,gonzalezvictoria@example.com,944-988-2791x9029,"2403 Ayala Plain Apt. 925
New Michael, VI 69138",595,441419,781945,3435,3,Auto Loan,Rejected,49
63dcbaa1-ee67-4d68-b4ac-08005f502dbc,Danielle Fischer,jasminerojas@example.com,354.535.1857,"2503 West Plaza Apt. 117
Kimberlyton, ID 00675",718,462877,946459,7415,3,Home Purchase,Pending,81
1b49f05f-92c9-4839-9c07-2a282a3b61f1,Michelle Newton,lawrenceburton@example.net,+1-703-281-0594x237,"40750 Gail Mills
South Tammy, AZ 75197",623,416162,504020,3762,5,Auto Loan,Pending,6
f537fb25-bbe4-4cd4-b138-4c63e90ebd0d,Victoria Warner,crystalreed@example.net,+1-876-885-7937x3392,"6845 House Point Apt. 957
Davisstad, CA 21613",718,509866,824484,1782,19,Home Purchase,Rejected,92
0d8ee9d3-1431-4dbf-8c73-1c31b9de1761,Amy Alvarado,ricky43@example.org,(615)307-0783x153,"65201 Daniel Forges Apt. 709
Port Leslieville, VA 57740",560,828218,659833,2772,16,Home Purchase,Approved,46
231f3e78-c430-4e31-ae4e-1dd927de23a0,Thomas Leblanc,hayleyellis@example.com,2325282544,"02904 Jacobson Via Apt. 291
Dianechester, MO 48607",686,393850,421572,9134,10,Business Loan,Approved,32
42f60102-d4ed-433c-9199-9e22b2e8f138,Thomas Small,jonesbrittany@example.net,6524266003,"881 Megan Loaf
Johnsonland, OK 22113",380,150651,706343,5362,4,Business Loan,Pending,17
e7c83fcf-5f06-468d-a590-14b32b6f3366,Stephanie Lee,clopez@example.org,508-756-9294,"919 Emma Via Suite 575
New Linda, UT 34158",566,359885,580470,1238,20,Student Loan,Pending,19
34b80667-339e-4412-b195-d7d4b5da6e50,Zachary Pierce,robertselizabeth@example.net,001-929-307-2483x036,"89334 Mcguire Mews
Reidton, MP 44814",367,22326,623567,5055,1,Home Purchase,Pending,18
9f5dca56-1f78-48c2-a109-a3c00c15d23a,Heather Mcintosh,dnewton@example.net,(255)717-6303,"6339 Maria Station
Scottfurt, ID 88715",419,893105,394782,4720,7,Student Loan,Rejected,16
1a384642-d7aa-43f2-a39a-5a55cf37bbac,Jordan Blackburn,richard73@example.org,623-551-0220x47794,"59444 Woodard Port Apt. 829
North Jamie, WV 59544",762,63786,477227,4835,14,Auto Loan,Pending,24
9746a565-2828-4f35-bed5-4dce801c36c4,Nicholas Johnson,jacobwilkinson@example.com,654.453.2126,"19967 Robert Manor Apt. 670
Port Steven, VI 85202",735,368529,286811,7100,7,Business Loan,Rejected,38
0846b49b-eba5-460b-bfbd-297aec7ae495,Mrs. Stephanie Murphy,edwardedwards@example.org,(583)827-1197x213,"73410 Smith Course
Hartview, MN 68973",407,659387,505610,1786,27,Home Purchase,Rejected,73
bacae827-3dd0-47f7-99ec-2d78e8e72e3d,Stacy Harmon,troybutler@example.com,837.717.6149x309,"89263 James Port
East Loriborough, CT 32541",590,325346,301987,4657,3,Business Loan,Rejected,70
47aeda3d-57e2-4816-9d1d-825a8764051e,Ronald Smith,johnsonlee@example.net,(777)483-4383x9073,"167 Chavez Locks Apt. 644
New Misty, ME 36375",600,255902,52199,2625,5,Home Purchase,Rejected,55
76e33d08-2d0c-4ec7-b45c-c8a2b8461a86,Melissa Hansen,rliu@example.org,001-845-373-5525x66545,"68136 Cheryl Lodge
West Amber, MD 60705",805,381972,418080,1062,6,Auto Loan,Approved,33
13c555a4-dc81-49e2-8f53-9dd31c263c6a,Stephen King,katelynmoore@example.org,6322413549,"111 Gray Road Suite 584
East Vanessaland, ID 69008",634,309282,943222,1490,7,Student Loan,Rejected,64
aa9db303-4302-4049-b397-9380020e6f7c,Austin Garner,donnayork@example.org,(912)361-2704x10263,"32989 Jocelyn Junctions Apt. 391
Markland, CT 16607",745,795654,222600,1399,4,Auto Loan,Pending,28
6ebd154d-b951-4d39-a7ea-ddeacda1811c,Benjamin Mason,thull@example.net,394.355.9940x7633,"363 Taylor Tunnel
East Jacobbury, NH 50943",802,545112,43119,3740,27,Home Purchase,Approved,19
d73a8839-cec9-44c4-820d-cf277dc74ab4,Amanda Wallace,jasonrice@example.com,466-591-9481,"1498 Hernandez Freeway
East Annaburgh, OR 20353",462,615188,680948,6007,20,Business Loan,Pending,28
36717fc8-79e9-4054-ac3a-a795ec787d69,Allison Pennington,randolphangela@example.com,870-561-8495x78020,"9530 Bartlett Pine Suite 854
East Paulamouth, ME 60348",652,785447,367542,4272,25,Home Purchase,Rejected,95
f2cb7759-b139-4cd5-9ed9-cf7bc919a3e4,Dustin Pennington,paulcampos@example.org,+1-281-631-8892x1196,"508 Miller Rue Suite 360
Duncanborough, GU 47581",493,416727,3260,1662,10,Business Loan,Approved,9
3b0224cd-4a1c-485f-b12d-d2175c79299a,Charles Schroeder,billybond@example.org,(428)226-2919x5331,"013 Haas Fields
Port Kennethland, OK 13558",422,113704,896279,7571,9,Auto Loan,Approved,81
9f60ae58-f90a-4aff-b02f-cac73f121d89,Richard Davis,kferrell@example.org,647.771.8347x403,"20456 John Overpass
Lake Mirandamouth, RI 79822",843,179474,986785,8512,9,Home Purchase,Rejected,64
386636ba-231e-40ea-bd9a-fbc40b789f7d,Alexis Pena DVM,webbmary@example.org,+1-963-379-9459x211,"787 Stout Mountains Suite 986
West Stephen, DC 56700",398,271301,193712,5927,22,Business Loan,Rejected,38
07436162-42e6-4d4e-aa54-07c12123255e,Jessica Rodriguez MD,mary39@example.net,675.850.2931,"9296 Brown Centers
Kevinfort, OH 19481",399,131297,134774,3230,28,Home Purchase,Approved,65
4ef1e60a-57ca-439b-bb4f-a8f5e6657245,Bryan Harris MD,hallian@example.org,667-727-4024,"94308 Steve Meadow
Scottbury, PA 88880",302,395742,591753,3933,1,Home Purchase,Pending,54
245242ef-1310-45af-bad6-7d316f178b8f,Paul Tate,floresmark@example.com,9607581618,"082 Jill Unions
West Kelliemouth, AR 93769",306,594351,986578,9893,11,Student Loan,Rejected,96
49955c1f-cc65-4f0b-80a0-593fcb8ce870,Jamie Valdez,nsmith@example.org,001-745-499-0894,"75671 Peterson Spurs Apt. 292
New Sarah, TX 23266",427,854117,671556,7149,5,Business Loan,Pending,60
65539689-22b0-4be5-b3e8-f3131577cfb5,Thomas Scott,ebell@example.com,332.818.8371x17371,"20342 Mendoza Islands Apt. 858
New Michaelmouth, TN 18143",444,664933,854472,1916,13,Student Loan,Approved,24
337e890d-f5e4-4667-afe6-7e37eb01989d,Nicholas Ingram,andrewilson@example.org,001-647-379-6913,"1507 John Fort Suite 202
East Angelamouth, TN 84945",558,72423,724147,9364,13,Auto Loan,Pending,57
309828c5-829c-434b-8a7a-6b7ea7d19639,Alicia Carter,qbowen@example.net,(550)886-0794x564,"7356 Christina Park
New Brandon, HI 08122",764,866156,365411,7928,12,Business Loan,Approved,71
7d415569-e6f1-444d-bac8-40fa177a27bd,Maurice James,angelica89@example.org,347-649-2262x70762,"1416 Gonzalez Turnpike
Gonzalezberg, VI 23441",329,453511,947863,1350,8,Home Purchase,Approved,76
e94b68ae-03e6-47a3-8399-e77e1f98af17,Dominique Tran,zcampbell@example.org,566-803-8258x8622,"983 Susan Squares Suite 872
Morrisborough, RI 68714",727,579060,614305,7136,23,Home Purchase,Rejected,51
8c1eeb74-7b7a-4d15-a2f0-1c1a33a7c459,Elizabeth Martin,linlauren@example.org,546.964.5843x7152,"4139 Huang Islands Apt. 254
New Robert, AS 14696",333,397708,628543,1188,21,Auto Loan,Pending,81
353a1ac8-b1ad-423d-9357-33e7994d570a,Peter Mahoney,reevesbrett@example.org,(894)531-8307x61967,"70540 Sheena Walks
Port Crystalshire, DC 93355",332,406530,720360,2129,11,Business Loan,Rejected,36
c9fb26ad-145c-425a-b4b1-d8a3e4e5082d,Ethan Sanders,edwardsalison@example.com,(501)767-9649,"75186 Fowler Forges
North Tiffanyton, DC 35853",518,488882,975538,8168,8,Auto Loan,Pending,85
8727c19a-9452-4b1f-b415-fa3d746ac691,Katie Jackson,ronald81@example.org,(553)470-8209x522,"0944 Melissa Pike
New Julie, NC 20359",541,675766,149573,9173,18,Business Loan,Pending,64
e2889bf1-536f-4df7-b849-55437f1d1116,Micheal Stein,wjackson@example.net,001-509-588-4589x1638,"15965 Christopher Land Apt. 539
Port Cherylland, SD 10292",493,601057,385576,8776,16,Auto Loan,Rejected,27
26c6eaf2-b587-424d-8719-729d0ae46c07,Jerry Martinez,higginsbrian@example.org,654.534.3221,"0767 Wells Light Apt. 520
Martinfurt, DC 79068",671,39467,545155,5031,11,Student Loan,Approved,85
265b3329-1696-40db-bfd8-ad56f001928a,Christine Ward,russellshepherd@example.com,001-873-387-5554,"323 Erika Terrace Suite 599
New Kimberlybury, VA 37088",514,62080,911466,1549,20,Business Loan,Approved,85
875a15d0-319f-4516-a4cd-f36f0e7c30bd,Michael Dougherty,dawnrice@example.net,8749597115,"7629 Michele Stream Suite 531
Lake Travisberg, LA 31617",566,810713,600174,8096,19,Auto Loan,Approved,4
03ff6bb5-efe3-45ec-9bbb-ea4cd388462b,Brian Patton,cynthiafarrell@example.org,359-915-0149,"215 White Cape Apt. 282
Watkinsstad, VA 65949",429,850369,426559,4735,5,Home Purchase,Approved,36
4528e32a-28f0-4864-8926-3f61d4d3a5d6,Vincent Horton,wwilliamson@example.com,412-825-1336,"6613 Jennifer Walks Suite 025
Williamshaven, WV 72829",348,68276,604717,5580,2,Auto Loan,Pending,97
3df3cd99-99ae-4863-bd4c-802198cdedd8,Christine Bishop,aellison@example.net,6503072744,"5328 Trujillo Rue
South Alexa, WI 34143",663,289986,168326,5192,14,Auto Loan,Rejected,86
ca658307-4dfc-492b-a91e-2e821914ac72,Belinda Figueroa,ajordan@example.com,001-557-213-2635x626,"966 Griffin Burg
North Carrieberg, WV 83855",357,421873,984525,6800,29,Auto Loan,Approved,82
77f4d37f-7499-4951-a3fd-f188ff8be6cb,David Haley,blane@example.net,378-950-8530x5734,"62043 Erik Harbor
North Saraville, PW 59481",635,560016,134934,5397,11,Student Loan,Approved,44
77c69b89-737e-4070-828b-725184ee9caa,Sydney Clark,rodriguezthomas@example.net,480-272-7376,"6112 Angela Branch Suite 400
Lindaburgh, MS 27760",546,550123,501843,4365,15,Auto Loan,Pending,48
1330fdd8-81c6-410b-8842-52449b740d17,Robert Cole,annjohnson@example.org,(555)263-7528,"989 Michelle Ramp Apt. 140
East Tammy, GA 67055",551,493196,885097,2326,29,Business Loan,Pending,31
1e2378e8-55df-430a-8acd-025e7b5852e2,Samuel Lawson,wphillips@example.com,9807366930,"890 Green Flat
Jeremyfort, ND 61240",381,412686,469284,9525,28,Auto Loan,Approved,93
bbd4bc1b-d80f-4ddb-88d0-a8d4b71833f4,Jared Savage,nicholasjohnson@example.com,001-884-747-3400,"89309 Olivia Causeway
West Josephburgh, FM 31559",667,612168,846985,6795,26,Student Loan,Rejected,65
92fdc83a-85e8-4095-bef3-e63fd3f84f44,Judith Brown,rmartinez@example.org,+1-985-260-5972,"062 Shields Village Suite 706
Roberthaven, NH 20629",403,636360,656948,4395,11,Home Purchase,Pending,43
fcb19e69-4d0b-41a9-9492-aadd11006d01,Mrs. Sheena Marshall DDS,xpeterson@example.net,974.636.1258x82185,"95529 Kyle Road Suite 844
Marymouth, IA 72785",570,35952,621658,9091,22,Business Loan,Rejected,55
08bb3f20-2d4c-4cef-b9e8-104c4850d626,Mary Nash,paulgutierrez@example.com,+1-931-883-5454x946,"58731 James Forge
South Shawn, SD 36710",641,457226,980595,5392,27,Auto Loan,Approved,81
d3edce21-6da6-4361-98cb-3c82cabc16d8,Reginald Johnson,riverapatricia@example.net,534-677-5898x650,"865 Logan Rapids
Lake Arielhaven, HI 81463",331,143289,912689,6805,21,Business Loan,Rejected,48
0c2c93fe-8b4a-497d-982c-0268ce09ba7d,Jonathan Smith,douglasrivera@example.com,+1-583-394-5450x64754,"64761 Dawson Motorway
Lutzmouth, SD 08017",403,31338,363177,5621,7,Auto Loan,Rejected,32
0c63097c-38b2-40a5-b6d5-f8d5cbc4824c,Jennifer Soto,bryanjody@example.net,+1-875-213-9190x76198,"0119 Conner Port Suite 675
Lesterburgh, IA 15758",311,784317,531261,9647,29,Student Loan,Rejected,82
6a90848b-4688-4731-aa6f-044df76bfffe,John Cox,donna52@example.org,443.884.8007x93731,"08418 Pugh Mission Suite 936
Lake Melinda, KY 72118",687,532444,45472,3826,15,Home Purchase,Pending,70
a793f4df-2ed3-494a-9d64-72d73d8fe6d2,George Harris,laurajohnson@example.net,830.888.9957x64550,"8942 Julie Hollow Suite 169
Hamptonfort, NC 20993",452,314005,854231,1514,7,Auto Loan,Rejected,95
ad4300c7-7845-4440-8db5-63f2fef4b7d7,Kathleen Cole,dbrown@example.org,205.449.8217x4214,"Unit 2291 Box 6484
DPO AP 18572",469,28407,164481,9488,28,Home Purchase,Approved,20
f8b760e2-c5b0-4837-9bf1-56a3ec28a34b,Derrick Melendez,gkelly@example.net,(726)808-3452x568,"45882 Brown Trace
Lake Julieport, IA 55834",650,537817,835861,8829,12,Business Loan,Rejected,85
49a885fa-42c0-4beb-96cb-198e2b3bd270,Yvonne Brewer,mitchellrobert@example.com,737-946-3459x6725,"85022 Michelle Divide Apt. 713
Sullivanville, NY 59333",635,546878,763265,4384,7,Student Loan,Rejected,69
621cc25b-f415-48a1-87e5-3c0c651b237a,Angel Lee,rowlandellen@example.org,5062740037,"44950 Fields Shoal Apt. 301
Michelleberg, IN 42647",403,327714,863818,4285,1,Auto Loan,Pending,66
447103c2-5679-4622-a6da-15749816d35b,Mandy Sullivan,linda40@example.net,2134561350,"69778 Roth Mall Suite 274
West Veronicafort, OR 15660",610,226940,544303,8888,6,Auto Loan,Rejected,6
5be483a8-6f51-4300-b731-6d2d931b6877,Kimberly Brewer,bstrickland@example.com,+1-598-311-1286x870,"788 Kelly Loop
Lake Leslie, ME 03482",400,95721,208657,1592,19,Business Loan,Approved,22
06188071-7d23-4105-9ed6-535d2a43eaf4,Willie Abbott,cphillips@example.org,469-273-4944,"993 Karen Mountain Apt. 090
Wilsonland, MA 44931",409,323863,248552,9903,2,Business Loan,Pending,3
ae0a4c6b-30e1-42d5-8b11-a217eb4b943a,Jeffrey Mendez,lyang@example.net,945.200.4055x848,"USS Miller
FPO AA 35935",612,337180,175195,1325,5,Auto Loan,Rejected,45
e50d02c7-a8af-452f-832a-ec6374335f07,Thomas Choi,oarellano@example.org,961.954.4718x787,"319 Carson Spring
Woodland, MO 57113",384,123201,269675,8836,3,Auto Loan,Pending,25
127900c9-e3ef-4040-8f8b-3fced2860bde,Tara Cantrell,debbie28@example.com,001-781-747-8220x51133,"474 Sean Dam Suite 645
Nelsonport, MT 29767",448,479180,609130,3859,6,Auto Loan,Rejected,34
552fb0ea-5f52-46f3-9e8c-6b88b289024a,Belinda Barnett,stephanienoble@example.net,(850)742-7501x8427,"111 Johnson Harbors
Port Donna, MA 25558",453,214620,166182,7903,17,Business Loan,Rejected,12
474d313d-fd89-44fe-b5ae-902a3ff53053,Leslie Joseph,michaelbowman@example.net,994.863.7025,"6373 Buck Haven
Luisshire, SD 08961",541,600950,675292,7174,10,Business Loan,Rejected,88
14fae0d3-2fc8-48d0-9d3c-343b82f271ad,Willie Huang,jlee@example.org,602.733.4468,"6059 Jones Route Apt. 938
East Cindy, OR 82713",439,715530,681877,7051,15,Student Loan,Pending,32
a28db7ae-496f-41ff-920e-688df1efacce,Emily Dillon,iphillips@example.net,241.928.3657x89268,"260 Santana Manors Apt. 863
West Karenhaven, WY 79095",475,333995,966270,6878,11,Business Loan,Pending,98
98e5dae6-67ed-49de-99b3-e64fde14db44,Danny Kline,itucker@example.com,3906881993,"93960 Herring Lights
Ronniechester, MO 03410",757,461948,375353,4997,5,Home Purchase,Pending,2
4d2bb9d6-c1c9-4257-a208-5d1d2119936b,Ashlee Frazier,odomnathaniel@example.net,001-984-320-2831,"52454 Gibbs Points
Sandrastad, WA 07851",844,161788,925630,9712,28,Student Loan,Pending,91
1eef0b79-0c76-4b72-affd-a121381077e1,Rebecca Larson,shane34@example.org,201.202.7934x33479,"043 Matthew Corner
Parrishshire, VI 97721",629,840346,148768,6125,7,Auto Loan,Pending,30
0ac4a9a9-9444-4fde-85dd-0f9a2bf92aa7,Thomas Norris,hannah14@example.org,468.791.1340,"0144 White Avenue
Danielview, KY 95125",777,216167,871669,2002,4,Home Purchase,Pending,45
c20accab-da6a-4c00-9e74-fe775093ddea,Anne Franco,kmunoz@example.org,(365)275-3130x7251,"28611 Rogers Haven
East Chadmouth, FM 07246",653,609107,209801,4330,5,Auto Loan,Approved,56
bb0e2915-7886-4f63-8469-61b37ff98b1f,Jeffery Bird,thomas55@example.net,(231)521-9974,"89053 Smith Lake Apt. 056
Andrewfurt, AR 89759",511,613724,42743,3096,5,Student Loan,Pending,100
94f1ed60-eeca-4598-8245-1185634b55a3,Steven Roberts,lanekeith@example.com,485-913-9170,"505 Cruz Rest Suite 182
East Cynthiatown, WY 67246",586,780902,792044,7478,15,Business Loan,Rejected,90
9e6c9e0b-363b-494e-ada3-a2b8af4f4515,Sandra Reed,ricksheppard@example.com,577.929.5115x680,"Unit 8684 Box 9814
DPO AA 11298",638,215611,84090,4255,30,Business Loan,Approved,22
4945ec75-f8f0-4a3d-996b-97df498f97ec,Robert Cook,danielfreeman@example.net,858.513.4228,"99457 Lance Shoals Suite 642
Hermanmouth, UT 33254",718,732443,883096,2231,3,Student Loan,Rejected,88
a190337b-50d9-4f0a-bebe-d0ae642fbea0,Amanda Torres,bryancortez@example.org,355.351.6578,"844 Luna Knoll
Allenshire, MS 36602",689,888196,882888,2282,18,Business Loan,Rejected,75
6b1f1455-27f3-40de-9b83-3e6cf3683adc,Danielle Torres,julieterrell@example.com,442.946.2405,"2864 James Estates Apt. 933
Larsonbury, GU 31976",775,698055,768063,5324,1,Auto Loan,Approved,8
edac209c-c228-41b2-b256-3c63aedcee6b,Joy Burke,lestercraig@example.org,(985)559-8075x226,"0868 Megan Heights Suite 000
North Jamesview, OR 29580",665,486601,124413,5293,3,Business Loan,Approved,22
deb9237f-2d1c-4bbf-97a7-cffdd59659c6,Ashley Banks,rodriguezmelissa@example.net,001-383-222-0744x56263,"592 Chan Run
East Kevin, NV 68805",601,879628,903099,2677,7,Student Loan,Pending,71
91a44827-6c38-42d8-bc18-78276ab65e66,Autumn Ramos,salinasheather@example.com,660-251-2431x638,"PSC 9055, Box 5530
APO AE 68061",704,777617,237087,4598,28,Home Purchase,Pending,91
18a9db5b-5a57-4bd8-b50f-2f84d069232a,Erin Levine,wheelermatthew@example.com,777.662.6236,"USCGC Reyes
FPO AA 39693",517,231699,190177,5692,29,Auto Loan,Approved,94
8d5b8e31-e8b2-4a24-aff4-05d683607d4b,Jennifer Blevins,garzacrystal@example.org,677-564-6086,"2693 Thomas Glens
Brandonhaven, MO 35715",700,506149,169481,1773,25,Student Loan,Approved,8
74099b21-a825-4f47-9a96-cec23741e9b2,Rachel Frank,david77@example.com,786.759.7282x5103,"PSC 2045, Box 7163
APO AP 40997",720,85936,548457,6772,17,Business Loan,Pending,63
10103507-8519-4aa4-ac9d-820dc5317d9b,Alexis Wells,linda71@example.net,314-258-8942x729,"007 Preston Route
Port Coltonview, MA 56786",391,279319,479881,3258,2,Business Loan,Approved,59
18af79b6-21c8-488a-b44b-528d0b4ca9c7,Jessica Deleon,stevensoncory@example.org,+1-826-579-6838x5203,"74143 Kerri Highway Suite 044
Smithstad, HI 07307",580,863440,618532,1044,1,Business Loan,Approved,73
07b8af4d-ce1c-4a3e-9ba4-a7437ec6e672,Jeffrey Pierce,courtney37@example.org,(935)888-9295,"777 Cameron Court
Moralesburgh, GA 78778",773,379277,32060,5265,28,Business Loan,Approved,87
